[0m
[[0;33m*[0m] Function [0;33mfprintf[0m tear down of [0;33mddp[0m

  401dd0:	13200004 	beqz	t9,401de4 <_ftext@@Base+0x194>
  407e70:	8fbc0018 	lw	gp,24(sp)
  407e74:	00131200 	sll	v0,s3,0x8
  407e78:	3042ffff 	andi	v0,v0,0xffff
  407e7c:	00139a02 	srl	s3,s3,0x8
  407e80:	00539825 	or	s3,v0,s3
  407e84:	3402fdfd 	li	v0,0xfdfd
  407e88:	1262000d 	beq	s3,v0,407ec0 <set_wifi_info@@Base+0x124>
  407e8c:	02a02821 	move	a1,s5
  407e90:	8f8280d0 	lw	v0,-32560(gp)
  407e94:	8c440000 	lw	a0,0(v0)
  407e98:	24020902 	li	v0,2306
  407e9c:	afa20010 	sw	v0,16(sp)
  407ea0:	3c060041 	lui	a2,0x41
  407ea4:	24c64bac 	addiu	a2,a2,19372
  407ea8:	3c070041 	lui	a3,0x41
[31m  407eac:	8f9981c0 	lw	t9,fprintf[0m
  407eb0:	0320f809 	jalr	t9
  407eb4:	24e75364 	addiu	a3,a3,21348
  407eb8:	10000353 	b	408c08 <set_wifi_info@@Base+0xe6c>
  407ebc:	2402ffff 	li	v0,-1
  407ec0:	00141200 	sll	v0,s4,0x8
  407ec4:	3042ffff 	andi	v0,v0,0xffff
  407ec8:	0014a202 	srl	s4,s4,0x8
  407ecc:	0054a025 	or	s4,v0,s4
  407ed0:	24020002 	li	v0,2
  407ed4:	1282000c 	beq	s4,v0,407f08 <set_wifi_info@@Base+0x16c>
  407ed8:	3c060041 	lui	a2,0x41
  407edc:	8f8280d0 	lw	v0,-32560(gp)
  407ee0:	8c440000 	lw	a0,0(v0)
  407ee4:	24020908 	li	v0,2312
  407ee8:	afa20010 	sw	v0,16(sp)
  407eec:	24c64bac 	addiu	a2,a2,19372
  407ef0:	3c070041 	lui	a3,0x41
[31m  407ef4:	8f9981c0 	lw	t9,fprintf[0m
  407ef8:	0320f809 	jalr	t9
  407efc:	24e75364 	addiu	a3,a3,21348
  407f00:	10000341 	b	408c08 <set_wifi_info@@Base+0xe6c>
  407f04:	2402ffff 	li	v0,-1
  407f08:	26040006 	addiu	a0,s0,6
  407f0c:	24050006 	li	a1,6
  407f10:	8f8681ec 	lw	a2,-32276(gp)
  407f14:	8f99828c 	lw	t9,-32116(gp)
  407f18:	0320f809 	jalr	t9
  407f1c:	24070006 	li	a3,6
  407f20:	8fbc0018 	lw	gp,24(sp)
  407f24:	1040000e 	beqz	v0,407f60 <set_wifi_info@@Base+0x1c4>
  407f28:	2ad60026 	slti	s6,s6,38
  407f2c:	8f8280d0 	lw	v0,-32560(gp)
  407f30:	8c440000 	lw	a0,0(v0)
  407f34:	24020916 	li	v0,2326
  407f38:	afa20010 	sw	v0,16(sp)
  407f3c:	02a02821 	move	a1,s5
  407f40:	3c060041 	lui	a2,0x41
  407f44:	24c64bac 	addiu	a2,a2,19372
  407f48:	3c070041 	lui	a3,0x41
[31m  407f4c:	8f9981c0 	lw	t9,fprintf[0m
  407f50:	0320f809 	jalr	t9
  407f54:	24e75364 	addiu	a3,a3,21348
--
  408c7c:	00002821 	move	a1,zero
  408c80:	8f99812c 	lw	t9,-32468(gp)
  408c84:	0320f809 	jalr	t9
  408c88:	240600ff 	li	a2,255
  408c8c:	8fbc0018 	lw	gp,24(sp)
  408c90:	a3a00120 	sb	zero,288(sp)
  408c94:	a3a00121 	sb	zero,289(sp)
  408c98:	92130000 	lbu	s3,0(s0)
  408c9c:	00139a00 	sll	s3,s3,0x8
  408ca0:	92020001 	lbu	v0,1(s0)
  408ca4:	00539825 	or	s3,v0,s3
  408ca8:	92140012 	lbu	s4,18(s0)
  408cac:	0014a200 	sll	s4,s4,0x8
  408cb0:	92020013 	lbu	v0,19(s0)
  408cb4:	0054a025 	or	s4,v0,s4
  408cb8:	3c150041 	lui	s5,0x41
  408cbc:	26b54b90 	addiu	s5,s5,19344
  408cc0:	8f8280d0 	lw	v0,-32560(gp)
  408cc4:	8c440000 	lw	a0,0(v0)
  408cc8:	24020724 	li	v0,1828
  408ccc:	afa20010 	sw	v0,16(sp)
  408cd0:	02a02821 	move	a1,s5
  408cd4:	3c060041 	lui	a2,0x41
  408cd8:	24c64bac 	addiu	a2,a2,19372
  408cdc:	3c070041 	lui	a3,0x41
[31m  408ce0:	8f9981c0 	lw	t9,fprintf[0m
  408ce4:	0320f809 	jalr	t9
  408ce8:	24e7539c 	addiu	a3,a3,21404
  408cec:	8fbc0018 	lw	gp,24(sp)
  408cf0:	00131200 	sll	v0,s3,0x8
  408cf4:	3042ffff 	andi	v0,v0,0xffff
  408cf8:	00139a02 	srl	s3,s3,0x8
  408cfc:	00539825 	or	s3,v0,s3
  408d00:	3402fdfd 	li	v0,0xfdfd
  408d04:	1262000d 	beq	s3,v0,408d3c <get_network_adv_info@@Base+0x10c>
  408d08:	02a02821 	move	a1,s5
  408d0c:	8f8280d0 	lw	v0,-32560(gp)
  408d10:	8c440000 	lw	a0,0(v0)
  408d14:	24020728 	li	v0,1832
  408d18:	afa20010 	sw	v0,16(sp)
  408d1c:	3c060041 	lui	a2,0x41
  408d20:	24c64bac 	addiu	a2,a2,19372
  408d24:	3c070041 	lui	a3,0x41
[31m  408d28:	8f9981c0 	lw	t9,fprintf[0m
  408d2c:	0320f809 	jalr	t9
  408d30:	24e7539c 	addiu	a3,a3,21404
  408d34:	10000108 	b	409158 <get_network_adv_info@@Base+0x528>
  408d38:	2402ffff 	li	v0,-1
  408d3c:	00141200 	sll	v0,s4,0x8
  408d40:	3042ffff 	andi	v0,v0,0xffff
  408d44:	0014a202 	srl	s4,s4,0x8
  408d48:	0054a025 	or	s4,v0,s4
  408d4c:	24020002 	li	v0,2
  408d50:	1282000e 	beq	s4,v0,408d8c <get_network_adv_info@@Base+0x15c>
  408d54:	26040006 	addiu	a0,s0,6
  408d58:	8f8280d0 	lw	v0,-32560(gp)
  408d5c:	8c440000 	lw	a0,0(v0)
  408d60:	2402072e 	li	v0,1838
  408d64:	afa20010 	sw	v0,16(sp)
  408d68:	02a02821 	move	a1,s5
  408d6c:	3c060041 	lui	a2,0x41
  408d70:	24c64bac 	addiu	a2,a2,19372
  408d74:	3c070041 	lui	a3,0x41
[31m  408d78:	8f9981c0 	lw	t9,fprintf[0m
  408d7c:	0320f809 	jalr	t9
  408d80:	24e7539c 	addiu	a3,a3,21404
  408d84:	100000f4 	b	409158 <get_network_adv_info@@Base+0x528>
  408d88:	2402ffff 	li	v0,-1
  408d8c:	24050006 	li	a1,6
  408d90:	8f8681ec 	lw	a2,-32276(gp)
  408d94:	8f99828c 	lw	t9,-32116(gp)
  408d98:	0320f809 	jalr	t9
  408d9c:	24070006 	li	a3,6
  408da0:	8fbc0018 	lw	gp,24(sp)
  408da4:	1040000e 	beqz	v0,408de0 <get_network_adv_info@@Base+0x1b0>
  408da8:	2ad60223 	slti	s6,s6,547
  408dac:	8f8280d0 	lw	v0,-32560(gp)
  408db0:	8c440000 	lw	a0,0(v0)
  408db4:	2402073c 	li	v0,1852
  408db8:	afa20010 	sw	v0,16(sp)
  408dbc:	02a02821 	move	a1,s5
  408dc0:	3c060041 	lui	a2,0x41
  408dc4:	24c64bac 	addiu	a2,a2,19372
  408dc8:	3c070041 	lui	a3,0x41
[31m  408dcc:	8f9981c0 	lw	t9,fprintf[0m
  408dd0:	0320f809 	jalr	t9
  408dd4:	24e7539c 	addiu	a3,a3,21404
--
  4091a4:	3c1c0043 	lui	gp,0x43
  4091a8:	279ce140 	addiu	gp,gp,-7872
  4091ac:	afbc0018 	sw	gp,24(sp)
  4091b0:	00808021 	move	s0,a0
  4091b4:	00a0b021 	move	s6,a1
  4091b8:	00c0a821 	move	s5,a2
  4091bc:	afa00020 	sw	zero,32(sp)
  4091c0:	90910000 	lbu	s1,0(a0)
  4091c4:	00118a00 	sll	s1,s1,0x8
  4091c8:	90820001 	lbu	v0,1(a0)
  4091cc:	00518825 	or	s1,v0,s1
  4091d0:	90930012 	lbu	s3,18(a0)
  4091d4:	00139a00 	sll	s3,s3,0x8
  4091d8:	90820013 	lbu	v0,19(a0)
  4091dc:	00539825 	or	s3,v0,s3
  4091e0:	3c140041 	lui	s4,0x41
  4091e4:	26944b90 	addiu	s4,s4,19344
  4091e8:	8f8280d0 	lw	v0,-32560(gp)
  4091ec:	8c440000 	lw	a0,0(v0)
  4091f0:	240206c6 	li	v0,1734
  4091f4:	afa20010 	sw	v0,16(sp)
  4091f8:	02802821 	move	a1,s4
  4091fc:	3c060041 	lui	a2,0x41
  409200:	24c64bac 	addiu	a2,a2,19372
  409204:	3c070041 	lui	a3,0x41
[31m  409208:	8f9981c0 	lw	t9,fprintf[0m
  40920c:	0320f809 	jalr	t9
  409210:	24e753b4 	addiu	a3,a3,21428
  409214:	8fbc0018 	lw	gp,24(sp)
  409218:	00111200 	sll	v0,s1,0x8
  40921c:	3042ffff 	andi	v0,v0,0xffff
  409220:	00118a02 	srl	s1,s1,0x8
  409224:	00518825 	or	s1,v0,s1
  409228:	3402fdfd 	li	v0,0xfdfd
  40922c:	1222000d 	beq	s1,v0,409264 <reboot@@Base+0xe4>
  409230:	02802821 	move	a1,s4
  409234:	8f8280d0 	lw	v0,-32560(gp)
  409238:	8c440000 	lw	a0,0(v0)
  40923c:	240206ca 	li	v0,1738
  409240:	afa20010 	sw	v0,16(sp)
  409244:	3c060041 	lui	a2,0x41
  409248:	24c64bac 	addiu	a2,a2,19372
  40924c:	3c070041 	lui	a3,0x41
[31m  409250:	8f9981c0 	lw	t9,fprintf[0m
  409254:	0320f809 	jalr	t9
  409258:	24e753b4 	addiu	a3,a3,21428
  40925c:	10000078 	b	409440 <reboot@@Base+0x2c0>
  409260:	2402ffff 	li	v0,-1
  409264:	00131200 	sll	v0,s3,0x8
  409268:	3042ffff 	andi	v0,v0,0xffff
  40926c:	00139a02 	srl	s3,s3,0x8
  409270:	00539825 	or	s3,v0,s3
  409274:	24020002 	li	v0,2
  409278:	1262000e 	beq	s3,v0,4092b4 <reboot@@Base+0x134>
  40927c:	26040006 	addiu	a0,s0,6
  409280:	8f8280d0 	lw	v0,-32560(gp)
  409284:	8c440000 	lw	a0,0(v0)
  409288:	240206d0 	li	v0,1744
  40928c:	afa20010 	sw	v0,16(sp)
  409290:	02802821 	move	a1,s4
  409294:	3c060041 	lui	a2,0x41
  409298:	24c64bac 	addiu	a2,a2,19372
  40929c:	3c070041 	lui	a3,0x41
[31m  4092a0:	8f9981c0 	lw	t9,fprintf[0m
  4092a4:	0320f809 	jalr	t9
  4092a8:	24e753b4 	addiu	a3,a3,21428
  4092ac:	10000064 	b	409440 <reboot@@Base+0x2c0>
  4092b0:	2402ffff 	li	v0,-1
  4092b4:	24050006 	li	a1,6
  4092b8:	8f8681ec 	lw	a2,-32276(gp)
  4092bc:	8f99828c 	lw	t9,-32116(gp)
  4092c0:	0320f809 	jalr	t9
  4092c4:	24070006 	li	a3,6
  4092c8:	8fbc0018 	lw	gp,24(sp)
  4092cc:	1040000e 	beqz	v0,409308 <reboot@@Base+0x188>
  4092d0:	2ab50026 	slti	s5,s5,38
  4092d4:	8f8280d0 	lw	v0,-32560(gp)
  4092d8:	8c440000 	lw	a0,0(v0)
  4092dc:	240206de 	li	v0,1758
  4092e0:	afa20010 	sw	v0,16(sp)
  4092e4:	02802821 	move	a1,s4
  4092e8:	3c060041 	lui	a2,0x41
  4092ec:	24c64bac 	addiu	a2,a2,19372
  4092f0:	3c070041 	lui	a3,0x41
[31m  4092f4:	8f9981c0 	lw	t9,fprintf[0m
  4092f8:	0320f809 	jalr	t9
  4092fc:	24e753b4 	addiu	a3,a3,21428
--
  40948c:	3c1c0043 	lui	gp,0x43
  409490:	279ce140 	addiu	gp,gp,-7872
  409494:	afbc0018 	sw	gp,24(sp)
  409498:	00808021 	move	s0,a0
  40949c:	00a0b021 	move	s6,a1
  4094a0:	00c0a821 	move	s5,a2
  4094a4:	afa00020 	sw	zero,32(sp)
  4094a8:	90910000 	lbu	s1,0(a0)
  4094ac:	00118a00 	sll	s1,s1,0x8
  4094b0:	90820001 	lbu	v0,1(a0)
  4094b4:	00518825 	or	s1,v0,s1
  4094b8:	90930012 	lbu	s3,18(a0)
  4094bc:	00139a00 	sll	s3,s3,0x8
  4094c0:	90820013 	lbu	v0,19(a0)
  4094c4:	00539825 	or	s3,v0,s3
  4094c8:	3c140041 	lui	s4,0x41
  4094cc:	26944b90 	addiu	s4,s4,19344
  4094d0:	8f8280d0 	lw	v0,-32560(gp)
  4094d4:	8c440000 	lw	a0,0(v0)
  4094d8:	24020394 	li	v0,916
  4094dc:	afa20010 	sw	v0,16(sp)
  4094e0:	02802821 	move	a1,s4
  4094e4:	3c060041 	lui	a2,0x41
  4094e8:	24c64bac 	addiu	a2,a2,19372
  4094ec:	3c070041 	lui	a3,0x41
[31m  4094f0:	8f9981c0 	lw	t9,fprintf[0m
  4094f4:	0320f809 	jalr	t9
  4094f8:	24e75414 	addiu	a3,a3,21524
  4094fc:	8fbc0018 	lw	gp,24(sp)
  409500:	00111200 	sll	v0,s1,0x8
  409504:	3042ffff 	andi	v0,v0,0xffff
  409508:	00118a02 	srl	s1,s1,0x8
  40950c:	00518825 	or	s1,v0,s1
  409510:	3402fdfd 	li	v0,0xfdfd
  409514:	1222000d 	beq	s1,v0,40954c <factory_reset@@Base+0xe4>
  409518:	02802821 	move	a1,s4
  40951c:	8f8280d0 	lw	v0,-32560(gp)
  409520:	8c440000 	lw	a0,0(v0)
  409524:	24020398 	li	v0,920
  409528:	afa20010 	sw	v0,16(sp)
  40952c:	3c060041 	lui	a2,0x41
  409530:	24c64bac 	addiu	a2,a2,19372
  409534:	3c070041 	lui	a3,0x41
[31m  409538:	8f9981c0 	lw	t9,fprintf[0m
  40953c:	0320f809 	jalr	t9
  409540:	24e75414 	addiu	a3,a3,21524
  409544:	10000078 	b	409728 <factory_reset@@Base+0x2c0>
  409548:	2402ffff 	li	v0,-1
  40954c:	00131200 	sll	v0,s3,0x8
  409550:	3042ffff 	andi	v0,v0,0xffff
  409554:	00139a02 	srl	s3,s3,0x8
  409558:	00539825 	or	s3,v0,s3
  40955c:	24020002 	li	v0,2
  409560:	1262000e 	beq	s3,v0,40959c <factory_reset@@Base+0x134>
  409564:	26040006 	addiu	a0,s0,6
  409568:	8f8280d0 	lw	v0,-32560(gp)
  40956c:	8c440000 	lw	a0,0(v0)
  409570:	2402039e 	li	v0,926
  409574:	afa20010 	sw	v0,16(sp)
  409578:	02802821 	move	a1,s4
  40957c:	3c060041 	lui	a2,0x41
  409580:	24c64bac 	addiu	a2,a2,19372
  409584:	3c070041 	lui	a3,0x41
[31m  409588:	8f9981c0 	lw	t9,fprintf[0m
  40958c:	0320f809 	jalr	t9
  409590:	24e75414 	addiu	a3,a3,21524
  409594:	10000064 	b	409728 <factory_reset@@Base+0x2c0>
  409598:	2402ffff 	li	v0,-1
  40959c:	24050006 	li	a1,6
  4095a0:	8f8681ec 	lw	a2,-32276(gp)
  4095a4:	8f99828c 	lw	t9,-32116(gp)
  4095a8:	0320f809 	jalr	t9
  4095ac:	24070006 	li	a3,6
  4095b0:	8fbc0018 	lw	gp,24(sp)
  4095b4:	1040000e 	beqz	v0,4095f0 <factory_reset@@Base+0x188>
  4095b8:	2ab50026 	slti	s5,s5,38
  4095bc:	8f8280d0 	lw	v0,-32560(gp)
  4095c0:	8c440000 	lw	a0,0(v0)
  4095c4:	240203ac 	li	v0,940
  4095c8:	afa20010 	sw	v0,16(sp)
  4095cc:	02802821 	move	a1,s4
  4095d0:	3c060041 	lui	a2,0x41
  4095d4:	24c64bac 	addiu	a2,a2,19372
  4095d8:	3c070041 	lui	a3,0x41
[31m  4095dc:	8f9981c0 	lw	t9,fprintf[0m
  4095e0:	0320f809 	jalr	t9
  4095e4:	24e75414 	addiu	a3,a3,21524
--
  4097b0:	a3a20044 	sb	v0,68(sp)
  4097b4:	27a40045 	addiu	a0,sp,69
  4097b8:	00002821 	move	a1,zero
  4097bc:	8f99812c 	lw	t9,-32468(gp)
  4097c0:	0320f809 	jalr	t9
  4097c4:	240600ff 	li	a2,255
  4097c8:	8fbc0020 	lw	gp,32(sp)
  4097cc:	92130000 	lbu	s3,0(s0)
  4097d0:	00139a00 	sll	s3,s3,0x8
  4097d4:	92020001 	lbu	v0,1(s0)
  4097d8:	00539825 	or	s3,v0,s3
  4097dc:	92140012 	lbu	s4,18(s0)
  4097e0:	0014a200 	sll	s4,s4,0x8
  4097e4:	92020013 	lbu	v0,19(s0)
  4097e8:	0054a025 	or	s4,v0,s4
  4097ec:	3c150041 	lui	s5,0x41
  4097f0:	26b54b90 	addiu	s5,s5,19344
  4097f4:	8f8280d0 	lw	v0,-32560(gp)
  4097f8:	8c440000 	lw	a0,0(v0)
  4097fc:	24020471 	li	v0,1137
  409800:	afa20010 	sw	v0,16(sp)
  409804:	02a02821 	move	a1,s5
  409808:	3c060041 	lui	a2,0x41
  40980c:	24c64bac 	addiu	a2,a2,19372
  409810:	3c070041 	lui	a3,0x41
[31m  409814:	8f9981c0 	lw	t9,fprintf[0m
  409818:	0320f809 	jalr	t9
  40981c:	24e753ec 	addiu	a3,a3,21484
  409820:	8fbc0020 	lw	gp,32(sp)
  409824:	00131200 	sll	v0,s3,0x8
  409828:	3042ffff 	andi	v0,v0,0xffff
  40982c:	00139a02 	srl	s3,s3,0x8
  409830:	00539825 	or	s3,v0,s3
  409834:	3402fdfd 	li	v0,0xfdfd
  409838:	1262000d 	beq	s3,v0,409870 <set_system_datetime@@Base+0x120>
  40983c:	02a02821 	move	a1,s5
  409840:	8f8280d0 	lw	v0,-32560(gp)
  409844:	8c440000 	lw	a0,0(v0)
  409848:	24020475 	li	v0,1141
  40984c:	afa20010 	sw	v0,16(sp)
  409850:	3c060041 	lui	a2,0x41
  409854:	24c64bac 	addiu	a2,a2,19372
  409858:	3c070041 	lui	a3,0x41
[31m  40985c:	8f9981c0 	lw	t9,fprintf[0m
  409860:	0320f809 	jalr	t9
  409864:	24e753ec 	addiu	a3,a3,21484
  409868:	10000157 	b	409dc8 <set_system_datetime@@Base+0x678>
  40986c:	2402ffff 	li	v0,-1
  409870:	00141200 	sll	v0,s4,0x8
  409874:	3042ffff 	andi	v0,v0,0xffff
  409878:	0014a202 	srl	s4,s4,0x8
  40987c:	0054a025 	or	s4,v0,s4
  409880:	24020002 	li	v0,2
  409884:	1282000e 	beq	s4,v0,4098c0 <set_system_datetime@@Base+0x170>
  409888:	26040006 	addiu	a0,s0,6
  40988c:	8f8280d0 	lw	v0,-32560(gp)
  409890:	8c440000 	lw	a0,0(v0)
  409894:	2402047b 	li	v0,1147
  409898:	afa20010 	sw	v0,16(sp)
  40989c:	02a02821 	move	a1,s5
  4098a0:	3c060041 	lui	a2,0x41
  4098a4:	24c64bac 	addiu	a2,a2,19372
  4098a8:	3c070041 	lui	a3,0x41
[31m  4098ac:	8f9981c0 	lw	t9,fprintf[0m
  4098b0:	0320f809 	jalr	t9
  4098b4:	24e753ec 	addiu	a3,a3,21484
  4098b8:	10000143 	b	409dc8 <set_system_datetime@@Base+0x678>
  4098bc:	2402ffff 	li	v0,-1
  4098c0:	24050006 	li	a1,6
  4098c4:	8f8681ec 	lw	a2,-32276(gp)
  4098c8:	8f99828c 	lw	t9,-32116(gp)
  4098cc:	0320f809 	jalr	t9
  4098d0:	24070006 	li	a3,6
  4098d4:	8fbc0020 	lw	gp,32(sp)
  4098d8:	1040000e 	beqz	v0,409914 <set_system_datetime@@Base+0x1c4>
  4098dc:	2ad60026 	slti	s6,s6,38
  4098e0:	8f8280d0 	lw	v0,-32560(gp)
  4098e4:	8c440000 	lw	a0,0(v0)
  4098e8:	24020489 	li	v0,1161
  4098ec:	afa20010 	sw	v0,16(sp)
  4098f0:	02a02821 	move	a1,s5
  4098f4:	3c060041 	lui	a2,0x41
  4098f8:	24c64bac 	addiu	a2,a2,19372
  4098fc:	3c070041 	lui	a3,0x41
[31m  409900:	8f9981c0 	lw	t9,fprintf[0m
  409904:	0320f809 	jalr	t9
  409908:	24e753ec 	addiu	a3,a3,21484
--
  409e38:	a3a20030 	sb	v0,48(sp)
  409e3c:	27a40031 	addiu	a0,sp,49
  409e40:	00002821 	move	a1,zero
  409e44:	8f99812c 	lw	t9,-32468(gp)
  409e48:	0320f809 	jalr	t9
  409e4c:	240600ff 	li	a2,255
  409e50:	8fbc0020 	lw	gp,32(sp)
  409e54:	92130000 	lbu	s3,0(s0)
  409e58:	00139a00 	sll	s3,s3,0x8
  409e5c:	92020001 	lbu	v0,1(s0)
  409e60:	00539825 	or	s3,v0,s3
  409e64:	92140012 	lbu	s4,18(s0)
  409e68:	0014a200 	sll	s4,s4,0x8
  409e6c:	92020013 	lbu	v0,19(s0)
  409e70:	0054a025 	or	s4,v0,s4
  409e74:	3c150041 	lui	s5,0x41
  409e78:	26b54b90 	addiu	s5,s5,19344
  409e7c:	8f8280d0 	lw	v0,-32560(gp)
  409e80:	8c440000 	lw	a0,0(v0)
  409e84:	240203f4 	li	v0,1012
  409e88:	afa20010 	sw	v0,16(sp)
  409e8c:	02a02821 	move	a1,s5
  409e90:	3c060041 	lui	a2,0x41
  409e94:	24c64bac 	addiu	a2,a2,19372
  409e98:	3c070041 	lui	a3,0x41
[31m  409e9c:	8f9981c0 	lw	t9,fprintf[0m
  409ea0:	0320f809 	jalr	t9
  409ea4:	24e75400 	addiu	a3,a3,21504
  409ea8:	8fbc0020 	lw	gp,32(sp)
  409eac:	00131200 	sll	v0,s3,0x8
  409eb0:	3042ffff 	andi	v0,v0,0xffff
  409eb4:	00139a02 	srl	s3,s3,0x8
  409eb8:	00539825 	or	s3,v0,s3
  409ebc:	3402fdfd 	li	v0,0xfdfd
  409ec0:	1262000d 	beq	s3,v0,409ef8 <get_system_datetime@@Base+0x108>
  409ec4:	02a02821 	move	a1,s5
  409ec8:	8f8280d0 	lw	v0,-32560(gp)
  409ecc:	8c440000 	lw	a0,0(v0)
  409ed0:	240203f8 	li	v0,1016
  409ed4:	afa20010 	sw	v0,16(sp)
  409ed8:	3c060041 	lui	a2,0x41
  409edc:	24c64bac 	addiu	a2,a2,19372
  409ee0:	3c070041 	lui	a3,0x41
[31m  409ee4:	8f9981c0 	lw	t9,fprintf[0m
  409ee8:	0320f809 	jalr	t9
  409eec:	24e75400 	addiu	a3,a3,21504
  409ef0:	100000cf 	b	40a230 <get_system_datetime@@Base+0x440>
  409ef4:	2402ffff 	li	v0,-1
  409ef8:	00141200 	sll	v0,s4,0x8
  409efc:	3042ffff 	andi	v0,v0,0xffff
  409f00:	0014a202 	srl	s4,s4,0x8
  409f04:	0054a025 	or	s4,v0,s4
  409f08:	24020002 	li	v0,2
  409f0c:	1282000e 	beq	s4,v0,409f48 <get_system_datetime@@Base+0x158>
  409f10:	26040006 	addiu	a0,s0,6
  409f14:	8f8280d0 	lw	v0,-32560(gp)
  409f18:	8c440000 	lw	a0,0(v0)
  409f1c:	240203fe 	li	v0,1022
  409f20:	afa20010 	sw	v0,16(sp)
  409f24:	02a02821 	move	a1,s5
  409f28:	3c060041 	lui	a2,0x41
  409f2c:	24c64bac 	addiu	a2,a2,19372
  409f30:	3c070041 	lui	a3,0x41
[31m  409f34:	8f9981c0 	lw	t9,fprintf[0m
  409f38:	0320f809 	jalr	t9
  409f3c:	24e75400 	addiu	a3,a3,21504
  409f40:	100000bb 	b	40a230 <get_system_datetime@@Base+0x440>
  409f44:	2402ffff 	li	v0,-1
  409f48:	24050006 	li	a1,6
  409f4c:	8f8681ec 	lw	a2,-32276(gp)
  409f50:	8f99828c 	lw	t9,-32116(gp)
  409f54:	0320f809 	jalr	t9
  409f58:	24070006 	li	a3,6
  409f5c:	8fbc0020 	lw	gp,32(sp)
  409f60:	1040000e 	beqz	v0,409f9c <get_system_datetime@@Base+0x1ac>
  409f64:	2ad6007a 	slti	s6,s6,122
  409f68:	8f8280d0 	lw	v0,-32560(gp)
  409f6c:	8c440000 	lw	a0,0(v0)
  409f70:	2402040c 	li	v0,1036
  409f74:	afa20010 	sw	v0,16(sp)
  409f78:	02a02821 	move	a1,s5
  409f7c:	3c060041 	lui	a2,0x41
  409f80:	24c64bac 	addiu	a2,a2,19372
  409f84:	3c070041 	lui	a3,0x41
[31m  409f88:	8f9981c0 	lw	t9,fprintf[0m
  409f8c:	0320f809 	jalr	t9
  409f90:	24e75400 	addiu	a3,a3,21504
--
  40a304:	a3a20268 	sb	v0,616(sp)
  40a308:	27a40269 	addiu	a0,sp,617
  40a30c:	00002821 	move	a1,zero
  40a310:	8f99812c 	lw	t9,-32468(gp)
  40a314:	0320f809 	jalr	t9
  40a318:	240600ff 	li	a2,255
  40a31c:	8fbc0018 	lw	gp,24(sp)
  40a320:	92320000 	lbu	s2,0(s1)
  40a324:	00129200 	sll	s2,s2,0x8
  40a328:	92220001 	lbu	v0,1(s1)
  40a32c:	00529025 	or	s2,v0,s2
  40a330:	92330012 	lbu	s3,18(s1)
  40a334:	00139a00 	sll	s3,s3,0x8
  40a338:	92220013 	lbu	v0,19(s1)
  40a33c:	00539825 	or	s3,v0,s3
  40a340:	3c140041 	lui	s4,0x41
  40a344:	26944b90 	addiu	s4,s4,19344
  40a348:	8f8280d0 	lw	v0,-32560(gp)
  40a34c:	8c440000 	lw	a0,0(v0)
  40a350:	240202ab 	li	v0,683
  40a354:	afa20010 	sw	v0,16(sp)
  40a358:	02802821 	move	a1,s4
  40a35c:	3c060041 	lui	a2,0x41
  40a360:	24c64bac 	addiu	a2,a2,19372
  40a364:	3c070041 	lui	a3,0x41
[31m  40a368:	8f9981c0 	lw	t9,fprintf[0m
  40a36c:	0320f809 	jalr	t9
  40a370:	24e75438 	addiu	a3,a3,21560
  40a374:	8fbc0018 	lw	gp,24(sp)
  40a378:	00121200 	sll	v0,s2,0x8
  40a37c:	3042ffff 	andi	v0,v0,0xffff
  40a380:	00129202 	srl	s2,s2,0x8
  40a384:	00529025 	or	s2,v0,s2
  40a388:	3402fdfd 	li	v0,0xfdfd
  40a38c:	1242000d 	beq	s2,v0,40a3c4 <change_admin_id_pwd@@Base+0x16c>
  40a390:	02802821 	move	a1,s4
  40a394:	8f8280d0 	lw	v0,-32560(gp)
  40a398:	8c440000 	lw	a0,0(v0)
  40a39c:	240202af 	li	v0,687
  40a3a0:	afa20010 	sw	v0,16(sp)
  40a3a4:	3c060041 	lui	a2,0x41
  40a3a8:	24c64bac 	addiu	a2,a2,19372
  40a3ac:	3c070041 	lui	a3,0x41
[31m  40a3b0:	8f9981c0 	lw	t9,fprintf[0m
  40a3b4:	0320f809 	jalr	t9
  40a3b8:	24e75438 	addiu	a3,a3,21560
  40a3bc:	100000b0 	b	40a680 <change_admin_id_pwd@@Base+0x428>
  40a3c0:	2402ffff 	li	v0,-1
  40a3c4:	00131200 	sll	v0,s3,0x8
  40a3c8:	3042ffff 	andi	v0,v0,0xffff
  40a3cc:	00139a02 	srl	s3,s3,0x8
  40a3d0:	00539825 	or	s3,v0,s3
  40a3d4:	24020002 	li	v0,2
  40a3d8:	1262000e 	beq	s3,v0,40a414 <change_admin_id_pwd@@Base+0x1bc>
  40a3dc:	24050006 	li	a1,6
  40a3e0:	8f8280d0 	lw	v0,-32560(gp)
  40a3e4:	8c440000 	lw	a0,0(v0)
  40a3e8:	240202b5 	li	v0,693
  40a3ec:	afa20010 	sw	v0,16(sp)
  40a3f0:	02802821 	move	a1,s4
  40a3f4:	3c060041 	lui	a2,0x41
  40a3f8:	24c64bac 	addiu	a2,a2,19372
  40a3fc:	3c070041 	lui	a3,0x41
[31m  40a400:	8f9981c0 	lw	t9,fprintf[0m
  40a404:	0320f809 	jalr	t9
  40a408:	24e75438 	addiu	a3,a3,21560
